Routes,LineType,DayofWeek,Boardings,Period,Period_date,FID
104,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,316
120,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,317
121,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,318
122,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,319
140,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,320
141,Null,Saturday,151,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,321
168,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,322
180,Express,Saturday,1025,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,323
181,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,324
182,Express,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,325
200,Other,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,326
201,Local,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,327
202,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,328
203,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,329
231,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,330
251,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,331
252,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,332
253,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,333
254,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,334
255,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,335
256,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,336
304,Limited,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,337
305,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,338
321,Limited,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,339
323,Core,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,340
328,Limited,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,341
330,Limited,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,342
522,Core,Saturday,2993,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,343
900,LRT,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,344
901,LRT,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,345
902,LRT,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,346
903,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,347
920,Null,Saturday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,348
10,Local,Sunday,1152,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,349
11,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,350
12,Null,Sunday,1028,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,351
13,Community,Sunday,54,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,352
14,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,353
15,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,354
16,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,355
17,Community,Sunday,49,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,356
18,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,357
19,Community,Sunday,73,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,358
22,Core,Sunday,11245,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,359
23,Core,Sunday,3015,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,360
25,Core,Sunday,3423,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,361
26,Core,Sunday,2026,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,362
27,Local,Sunday,484,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,363
31,Local,Sunday,528,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,364
32,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,365
33,Null,Sunday,185,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,366
34,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,367
35,Local,Sunday,411,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,368
36,Null,Sunday,782,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,369
37,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,370
38,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,371
39,Community,Sunday,269,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,372
40,Local,Sunday,191,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,373
41,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,374
42,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,375
43,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,376
44,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,377
45,Community,Sunday,39,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,378
46,Local,Sunday,117,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,379
47,Local,Sunday,395,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,380
48,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,381
49,Community,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,382
51,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,383
52,Local,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,384
53,Local,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,385
54,Local,Sunday,364,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,386
55,Core,Sunday,580,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,387
57,Local,Sunday,417,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,388
58,Local,Sunday,474,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,389
59,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,390
60,Core,Sunday,1152,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,391
61,Core,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,392
62,Core,Sunday,1222,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,393
63,Local,Sunday,265,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,394
64,Core,Sunday,2348,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,395
65,Community,Sunday,230,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,396
66,Core,Sunday,2920,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,397
67,Null,Sunday,0,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,398
68,Core,Sunday,3230,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,399
70,Core,Sunday,2717,2005/07/01 07:00:00+00,2005/07/01 07:00:00+00,400
16,Community,Weekday,239,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,401
17,Community,Weekday,178,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,402
18,Community,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,403
19,Community,Weekday,195,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,404
22,Core,Weekday,16663,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,405
23,Core,Weekday,5970,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,406
25,Core,Weekday,6936,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,407
26,Core,Weekday,3918,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,408
27,Local,Weekday,1319,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,409
31,Local,Weekday,1842,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,410
32,Community,Weekday,976,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,411
33,Null,Weekday,293,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,412
34,Community,Weekday,279,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,413
35,Local,Weekday,1461,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,414
36,Null,Weekday,758,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,415
37,Community,Weekday,251,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,416
38,Null,Weekday,197,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,417
39,Community,Weekday,483,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,418
40,Local,Weekday,571,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,419
41,Null,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,420
42,Community,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,421
43,Null,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,422
44,Null,Weekday,36,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,423
45,Community,Weekday,90,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,424
46,Local,Weekday,827,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,425
47,Local,Weekday,1115,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,426
48,Community,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,427
49,Community,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,428
51,Null,Weekday,895,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,429
52,Local,Weekday,268,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,430
53,Local,Weekday,781,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,431
54,Local,Weekday,1213,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,432
55,Core,Weekday,2357,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,433
57,Local,Weekday,1290,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,434
58,Local,Weekday,1419,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,435
59,Null,Weekday,308,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,436
60,Core,Weekday,2537,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,437
61,Core,Weekday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,438
62,Core,Weekday,3205,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,439
63,Local,Weekday,979,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,440
64,Core,Weekday,3376,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,441
65,Community,Weekday,1111,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,442
66,Core,Weekday,5658,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,443
67,Null,Weekday,113,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,444
68,Core,Weekday,5647,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,445
70,Core,Weekday,6066,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,446
71,Core,Weekday,2228,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,447
72,Core,Weekday,3344,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,448
72,Core,Saturday,1338,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,449
73,Core,Weekday,2494,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,450
76,Null,Weekday,76,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,451
13,Community,Saturday,100,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,452
73,Core,Saturday,846,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,453
14,Community,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,454
76,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,455
15,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,456
77,Core,Saturday,1152,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,457
16,Community,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,458
81,Local,Saturday,1353,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,459
17,Community,Saturday,60,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,460
82,Local,Saturday,725,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,461
18,Community,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,462
85,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,463
19,Community,Saturday,66,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,464
88,Community,Saturday,63,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,465
22,Core,Saturday,11319,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,466
89,Local,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,467
23,Core,Saturday,3872,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,468
101,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,469
25,Core,Saturday,3788,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,470
102,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,471
26,Core,Saturday,2372,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,472
103,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,473
27,Local,Saturday,632,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,474
104,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,475
31,Local,Saturday,542,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,476
120,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,477
32,Community,Saturday,210,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,478
121,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,479
33,Null,Saturday,217,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,480
122,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,481
34,Community,Saturday,139,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,482
140,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,483
35,Local,Saturday,830,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,484
141,Null,Saturday,132,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,485
36,Null,Saturday,761,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,486
168,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,487
37,Community,Saturday,90,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,488
180,Express,Saturday,946,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,489
38,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,490
181,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,491
39,Community,Saturday,322,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,492
182,Express,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,493
40,Local,Saturday,350,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,494
200,Other,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,495
41,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,496
15,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,497
201,Local,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,498
42,Community,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,499
202,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,500
16,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,501
43,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,502
203,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,503
17,Community,Sunday,40,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,504
44,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,505
231,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,506
18,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,507
45,Community,Saturday,55,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,508
251,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,509
19,Community,Sunday,67,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,510
46,Local,Saturday,150,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,511
252,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,512
22,Core,Sunday,11112,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,513
47,Local,Saturday,685,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,514
253,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,515
23,Core,Sunday,3028,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,516
48,Community,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,517
254,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,518
25,Core,Sunday,3197,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,519
49,Community,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,520
255,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,521
26,Core,Sunday,1973,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,522
51,Null,Saturday,185,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,523
256,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,524
27,Local,Sunday,412,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,525
52,Local,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,526
304,Limited,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,527
31,Local,Sunday,468,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,528
53,Local,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,529
305,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,530
32,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,531
54,Local,Saturday,532,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,532
321,Limited,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,533
33,Null,Sunday,180,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,534
55,Core,Saturday,864,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,535
323,Core,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,536
34,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,537
57,Local,Saturday,591,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,538
328,Limited,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,539
330,Limited,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,540
522,Core,Saturday,3216,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,541
900,LRT,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,542
901,LRT,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,543
902,LRT,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,544
903,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,545
920,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,546
10,Local,Sunday,1048,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,547
11,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,548
12,Null,Sunday,1075,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,549
13,Community,Sunday,80,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,550
14,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,551
35,Local,Sunday,465,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,552
36,Null,Sunday,844,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,553
37,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,554
38,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,555
39,Community,Sunday,255,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,556
40,Local,Sunday,212,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,557
41,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,558
42,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,559
43,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,560
44,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,561
45,Community,Sunday,24,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,562
46,Local,Sunday,92,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,563
47,Local,Sunday,391,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,564
48,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,565
49,Community,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,566
51,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,567
52,Local,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,568
53,Local,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,569
54,Local,Sunday,339,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,570
55,Core,Sunday,512,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,571
57,Local,Sunday,468,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,572
58,Local,Sunday,403,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,573
59,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,574
60,Core,Sunday,1207,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,575
61,Core,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,576
62,Core,Sunday,1337,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,577
63,Local,Sunday,261,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,578
64,Core,Sunday,2364,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,579
65,Community,Sunday,326,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,580
66,Core,Sunday,2885,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,581
67,Null,Sunday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,582
68,Core,Sunday,2716,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,583
70,Core,Sunday,2738,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,584
71,Core,Sunday,605,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,585
72,Core,Sunday,1413,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,586
73,Core,Sunday,610,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,587
58,Local,Saturday,589,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,588
59,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,589
60,Core,Saturday,1421,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,590
61,Core,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,591
62,Core,Saturday,1678,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,592
63,Local,Saturday,261,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,593
64,Core,Saturday,2361,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,594
65,Community,Saturday,316,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,595
66,Core,Saturday,3187,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,596
67,Null,Saturday,0,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,597
68,Core,Saturday,3061,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,598
70,Core,Saturday,3668,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,599
71,Core,Saturday,1080,2005/08/01 07:00:00+00,2005/08/01 07:00:00+00,600
16,Community,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,601
17,Community,Saturday,57,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,602
18,Community,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,603
19,Community,Saturday,66,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,604
22,Core,Saturday,11837,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,605
23,Core,Saturday,3838,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,606
25,Core,Saturday,3727,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,607
26,Core,Saturday,2232,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,608
27,Local,Saturday,702,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,609
31,Local,Saturday,638,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,610
32,Community,Saturday,224,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,611
33,Null,Saturday,246,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,612
34,Community,Saturday,125,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,613
35,Local,Saturday,751,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,614
36,Null,Saturday,846,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,615
37,Community,Saturday,76,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,616
38,Null,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,617
39,Community,Saturday,282,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,618
40,Local,Saturday,343,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,619
41,Null,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,620
42,Community,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,621
43,Null,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,622
44,Null,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,623
45,Community,Saturday,32,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,624
46,Local,Saturday,133,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,625
47,Local,Saturday,648,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,626
48,Community,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,627
49,Community,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,628
51,Null,Saturday,155,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,629
52,Local,Saturday,0,2005/09/01 07:00:00+00,2005/09/01 07:00:00+00,630
